voter,Conference,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
sammy-batten,pac-12,-0.047702469135802464,0.0458679012345679,-0.10423703703703704,-0.20226790123456792,-0.16519135802469134,-0.21763950617283948,-0.19193086419753086,-0.14663703703703704,-0.21283950617283948,-3.5185185185185186,-23.36554320987654
sammy-batten,american,-0.10569777777777778,-0.09510222222222223,-0.10314666666666668,-0.16758222222222222,-0.12301555555555556,-0.16196666666666668,-0.17484,-0.13109333333333334,-0.16924444444444445,-19.4,-29.276666666666667
sammy-batten,mwc,-0.03359310344827586,0.0163448275862069,-0.06442068965517242,-0.0367,-0.010551724137931037,0.030903448275862066,-0.04556206896551724,-0.02182758620689655,0.0314551724137931,-0.6206896551724138,-0.910344827586207
soren-petro,acc,-0.09863376623376624,-0.052275324675324676,-0.10652012987012986,-0.47204675324675327,-0.4973967532467532,-0.4039711038961039,-0.4601922077922078,-0.47465779220779225,-0.4032253246753247,-7.441558441558442,-23.08081168831169
soren-petro,sec,0.0030230769230769248,0.057675930521091816,-0.03600843672456576,-0.5291094292803971,-0.48880496277915636,-0.5457161290322581,-0.5087441687344914,-0.46408908188585607,-0.5304404466501241,-3.503722084367246,-28.125357320099255
soren-petro,big-ten,-0.09668975903614457,-0.06676957831325302,-0.09643222891566267,-0.2566734939759036,-0.20670813253012046,-0.23375512048192773,-0.24874066265060243,-0.19195301204819276,-0.2352605421686747,-14.578313253012048,-31.573141566265058
soren-petro,big-12,-0.0416117166212534,-0.026986376021798368,-0.05154768392370572,-0.18125722070844685,-0.1584934604904632,-0.19556757493188012,-0.17672098092643052,-0.15451144414168938,-0.19009700272479563,-9.746594005449591,-24.04781471389646
soren-petro,mac,0.004865151515151512,-0.09337575757575758,0.06914090909090909,-0.5053621212121212,-0.5414272727272728,-0.48239545454545457,-0.5019757575757576,-0.5448015151515151,-0.4728954545454545,-2.0,-32.38627272727273
soren-petro,pac-12,-0.028433108108108108,-0.024410810810810812,-0.05960574324324324,-0.15132702702702702,-0.14596756756756757,-0.1419239864864865,-0.14611824324324324,-0.13981047297297297,-0.14063716216216215,-6.9324324324324325,-21.211905405405407
soren-petro,american,0.23178163265306123,0.20689897959183673,0.20377653061224488,0.0930969387755102,0.09317193877551021,0.09151530612244899,0.09693520408163264,0.10038214285714286,0.09126938775510204,23.806122448979593,12.069295918367347
soren-petro,mwc,0.1537758241758242,0.12921868131868133,0.09703626373626373,0.0808945054945055,0.07198901098901099,0.05437802197802198,0.07270329670329671,0.06857802197802197,0.048508791208791216,14.934065934065934,8.503637362637363
terry-hutchens,sec,0.02182272727272727,0.01175,0.0053670454545454525,-0.46184204545454544,-0.43338522727272727,-0.5009795454545455,-0.44416704545454544,-0.4117840909090909,-0.4878397727272727,0.4090909090909091,-21.110977272727272
terry-hutchens,acc,-0.006558441558441557,-0.014275324675324672,-0.009280519480519481,-0.37102857142857143,-0.3660883116883117,-0.3444207792207792,-0.3568285714285715,-0.3611168831168831,-0.322374025974026,1.2077922077922079,-22.26435064935065
terry-hutchens,mac,-0.0682,-0.1072,-0.0292,-0.5537,-0.6223,-0.4852,-0.5378,-0.6057,-0.4698,-8.0,-45.31
terry-hutchens,big-12,0.002736842105263158,0.007310526315789475,0.008189473684210528,-0.23278815789473684,-0.2294934210526316,-0.2195315789473684,-0.21645526315789476,-0.21234473684210528,-0.20111578947368422,0.21052631578947367,-21.916394736842104
terry-hutchens,big-ten,-0.0314025641025641,-0.046485897435897434,-0.021264102564102567,-0.27481794871794873,-0.3110628205128205,-0.20853205128205127,-0.2603871794871795,-0.27320897435897434,-0.2176628205128205,-2.6153846153846154,-22.494307692307693
terry-hutchens,pac-12,0.009420481927710844,-0.006078313253012047,0.027874698795180723,-0.12251325301204818,-0.1829722891566265,-0.07386385542168675,-0.1165843373493976,-0.17016385542168674,-0.06983253012048193,2.1325301204819276,-18.918096385542167
terry-hutchens,american,-0.04921333333333333,-0.01750222222222222,-0.06302,-0.11411555555555555,-0.03917555555555556,-0.1274911111111111,-0.12136888888888889,-0.05030222222222222,-0.13470666666666667,-7.333333333333333,-18.05902222222222
terry-hutchens,mwc,-0.03186,-0.011099999999999999,-0.04152,-0.07058,-0.08045999999999999,-0.005,-0.09140000000000001,-0.09648,-0.01904,-2.0,-4.8008
aaron-mcmann,sec,-0.004847359154929578,-0.016236091549295773,0.008578873239436615,-0.5675580985915493,-0.5780977112676057,-0.4811730633802817,-0.5471667253521127,-0.5494343309859155,-0.4729954225352113,0.4823943661971831,-22.476632042253524
aaron-mcmann,acc,-0.03887002457002457,-0.00898108108108108,-0.05442113022113022,-0.28935503685503683,-0.3007255528255528,-0.2453063882063882,-0.281985257985258,-0.2877931203931204,-0.24343636363636362,-6.515970515970516,-18.876078624078623
aaron-mcmann,mac,-0.016998876404494382,-0.08072022471910112,0.024731460674157307,-0.5564134831460674,-0.5608449438202247,-0.5111966292134831,-0.5604191011235955,-0.5722955056179775,-0.5042842696629214,-2.337078651685393,-30.15562921348315
aaron-mcmann,big-12,-0.013511704312114991,-0.03938952772073922,0.01454147843942505,-0.1778689938398357,-0.20037392197125256,-0.11811211498973306,-0.17298439425051335,-0.19456344969199177,-0.11524394250513348,-0.9527720739219713,-15.989965092402464
aaron-mcmann,big-ten,0.02936312056737589,0.033282742316784866,0.019291962174940894,-0.14125697399527187,-0.10365555555555556,-0.13059739952718677,-0.13661725768321512,-0.10002198581560284,-0.1265905437352246,1.4160756501182032,-15.75720330969267
aaron-mcmann,pac-12,-0.026587368421052634,-0.022494736842105262,-0.021390526315789478,-0.16382684210526316,-0.13515947368421052,-0.14452736842105263,-0.15655184210526316,-0.12521684210526315,-0.1386526315789474,-2.294736842105263,-17.66157894736842
aaron-mcmann,american,-0.026162948207171313,-0.022287250996015938,-0.01777330677290837,-0.12917250996015936,-0.07230717131474104,-0.13708764940239043,-0.13070956175298806,-0.07253227091633466,-0.14232310756972114,-4.422310756972111,-13.747366533864541
aaron-mcmann,mwc,-0.035410344827586204,0.008394827586206894,-0.060866379310344824,-0.053718103448275864,-0.004219827586206895,-0.07739827586206897,-0.06553189655172414,-0.010289655172413793,-0.0906801724137931,-2.5086206896551726,-6.644568965517241
andy-greder,sun-belt,-0.00020087719298245884,-0.007145614035087718,-0.009668421052631583,-0.043998245614035085,-0.010471929824561403,-0.05184035087719298,-0.046,-0.0200140350877193,-0.05025350877192983,1.2982456140350878,-4.979640350877193
ben-jones,sec,0.0967,0.18005663716814158,0.016299115044247785,-0.3997407079646018,-0.35385486725663723,-0.4130407079646018,-0.38786725663716815,-0.326253982300885,-0.4145530973451328,8.849557522123893,-14.360300884955752
ben-jones,acc,-0.10820123456790123,-0.029807407407407404,-0.1346037037037037,-0.32334814814814816,-0.23213209876543212,-0.34573950617283955,-0.3154395061728395,-0.22461234567901234,-0.3371506172839506,-11.358024691358025,-17.59311111111111
ben-jones,mac,-0.2143,-0.375,-0.0536,-0.8087,-1.2107,-0.4067,-0.8285,-1.25,-0.4071,-13.0,-47.036
ben-jones,big-12,-0.03333086419753086,-0.015170370370370369,-0.04838024691358025,-0.19780493827160495,-0.1733135802469136,-0.21472345679012345,-0.18467530864197532,-0.17813703703703704,-0.1910222222222222,-1.8395061728395061,-20.20869135802469
ben-jones,big-ten,-0.12018641975308642,-0.17034938271604938,-0.029581481481481476,-0.2638938271604938,-0.32255308641975305,-0.1329469135802469,-0.2509148148148148,-0.3127913580246914,-0.1300962962962963,-16.296296296296298,-31.879135802469136
ben-jones,pac-12,-0.022594047619047625,-0.03816428571428571,0.028279761904761908,-0.13911666666666667,-0.09347857142857142,-0.05361785714285714,-0.1381904761904762,-0.10076785714285713,-0.052438095238095235,-1.7023809523809523,-12.120154761904763
ben-jones,american,0.0734,0.13375,0.0016000000000000007,-0.042874999999999996,0.0531,-0.13470000000000001,-0.04425,0.046675,-0.13385,9.5,-7.356250000000001
ben-jones,mwc,0.03482424242424243,-0.07134545454545455,0.13584242424242424,-0.002366666666666664,-0.06109090909090909,0.06897878787878788,-0.00306060606060606,-0.06818181818181818,0.07315757575757575,-1.9393939393939394,-2.318757575757576
ben-jones,sun-belt,-0.2155142857142857,0.0,-0.2155142857142857,-0.1291642857142857,0.0,-0.1291642857142857,-0.13604285714285716,0.0,-0.13604285714285716,-4.928571428571429,-2.775
ben-jones,cusa,-0.04,0.0,-0.04,0.0969,0.0,0.0969,0.089,0.0,0.089,-2.0,4.3
