year,week,teams
2018,1,"('providence-friars', 'michigan-state-spartans', 'miami-fl-hurricanes', 'usc-trojans', 'kansas-jayhawks', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'marshall-thundering-herd', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'texas-longhorns', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'michigan-wolverines', 'ucf-knights', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'north-carolina-state-wolfpack', 'xavier-musketeers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'clemson-tigers', 'missouri-tigers', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'ucla-bruins', 'texas-tech-red-raiders', 'indiana-hoosiers', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'syracuse-orange', 'villanova-wildcats', 'alabama-crimson-tide', 'washington-huskies')"
2018,2,"('furman-paladins', 'michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'pennsylvania-quakers', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'marshall-thundering-herd', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'texas-longhorns', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'vanderbilt-commodores', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'clemson-tigers', 'wisconsin-badgers', 'southern-illinois-salukis', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'indiana-hoosiers', 'arizona-wildcats', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'alabama-crimson-tide', 'washington-huskies')"
2018,3,"('furman-paladins', 'michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'marshall-thundering-herd', 'nebraska-cornhuskers', 'temple-owls', 'nevada-wolf-pack', 'texas-longhorns', 'kansas-state-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'connecticut-huskies', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'vanderbilt-commodores', 'loyola-marymount-lions', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'saint-louis-billikens', 'tcu-horned-frogs', 'clemson-tigers', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'indiana-hoosiers', 'loyola-il-ramblers', 'purdue-boilermakers', 'lsu-tigers', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'washington-huskies')"
2018,4,"('furman-paladins', 'michigan-state-spartans', 'miami-fl-hurricanes', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'texas-longhorns', 'kansas-state-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'connecticut-huskies', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'michigan-wolverines', 'ucf-knights', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'clemson-tigers', 'tcu-horned-frogs', 'wisconsin-badgers', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'indiana-hoosiers', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats')"
2018,5,"('furman-paladins', 'michigan-state-spartans', 'kansas-jayhawks', 'creighton-bluejays', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'texas-longhorns', 'kansas-state-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'boston-college-eagles', 'oklahoma-sooners', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'clemson-tigers', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'radford-highlanders', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'indiana-hoosiers', 'purdue-boilermakers', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,6,"('furman-paladins', 'michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'texas-longhorns', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'san-francisco-dons', 'oklahoma-sooners', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'butler-bulldogs', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'indiana-hoosiers', 'purdue-boilermakers', 'njit-highlanders', 'cincinnati-bearcats', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,7,"('furman-paladins', 'michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'san-francisco-dons', 'oklahoma-sooners', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'belmont-bruins', 'florida-gators', 'houston-cougars', 'texas-tech-red-raiders', 'indiana-hoosiers', 'purdue-boilermakers', 'njit-highlanders', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,8,"('furman-paladins', 'michigan-state-spartans', 'kansas-jayhawks', 'pennsylvania-quakers', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'buffalo-bulls', 'san-francisco-dons', 'oklahoma-sooners', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'belmont-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'indiana-hoosiers', 'purdue-boilermakers', 'njit-highlanders', 'cincinnati-bearcats', 'louisville-cardinals', 'iowa-state-cyclones', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,9,"('michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'north-texas-mean-green', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'florida-gators', 'houston-cougars', 'texas-tech-red-raiders', 'indiana-hoosiers', 'purdue-boilermakers', 'cincinnati-bearcats', 'louisville-cardinals', 'toledo-rockets', 'iowa-state-cyclones', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,10,"('michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'north-texas-mean-green', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'texas-longhorns', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'ucf-knights', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'florida-gators', 'houston-cougars', 'indiana-hoosiers', 'texas-tech-red-raiders', 'purdue-boilermakers', 'louisville-cardinals', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2018,11,"('michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'temple-owls', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'washington-huskies', 'south-carolina-gamecocks', 'oklahoma-sooners', 'michigan-wolverines', 'ucf-knights', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'minnesota-golden-gophers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'hofstra-pride', 'ohio-state-buckeyes', 'florida-gators', 'murray-state-racers', 'houston-cougars', 'texas-tech-red-raiders', 'indiana-hoosiers', 'arizona-wildcats', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'ole-miss-rebels', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,12,"('michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'washington-huskies', 'san-francisco-dons', 'oklahoma-sooners', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'saint-louis-billikens', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'hofstra-pride', 'florida-gators', 'murray-state-racers', 'texas-tech-red-raiders', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'ole-miss-rebels', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,13,"('michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'nebraska-cornhuskers', 'nevada-wolf-pack', 'kansas-state-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'washington-huskies', 'oklahoma-sooners', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'tcu-horned-frogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'hofstra-pride', 'texas-tech-red-raiders', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'ole-miss-rebels', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2018,14,"('michigan-state-spartans', 'lipscomb-bisons', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'texas-tech-red-raiders', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'syracuse-orange', 'villanova-wildcats', 'washington-huskies')"
2018,15,"('michigan-state-spartans', 'lipscomb-bisons', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'texas-longhorns', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'tcu-horned-frogs', 'clemson-tigers', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'texas-tech-red-raiders', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'washington-huskies')"
2018,16,"('michigan-state-spartans', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'yale-bulldogs', nan, 'wisconsin-badgers', 'duke-blue-devils', 'marquette-golden-eagles', 'texas-tech-red-raiders', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'ole-miss-rebels', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'washington-huskies')"
2018,17,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'iowa-hawkeyes', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'old-dominion-monarchs', 'tennessee-volunteers', 'mississippi-state-bulldogs', nan, 'wisconsin-badgers', 'new-mexico-state-aggies', 'duke-blue-devils', 'marquette-golden-eagles', 'texas-tech-red-raiders', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'washington-huskies')"
2018,18,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'ucf-knights', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'old-dominion-monarchs', 'tennessee-volunteers', 'mississippi-state-bulldogs', nan, 'wisconsin-badgers', 'new-mexico-state-aggies', 'duke-blue-devils', 'marquette-golden-eagles', 'belmont-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats', 'washington-huskies')"
2018,19,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'temple-owls', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'ucf-knights', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'clemson-tigers', nan, 'wisconsin-badgers', 'new-mexico-state-aggies', 'duke-blue-devils', 'marquette-golden-eagles', 'murray-state-racers', 'houston-cougars', 'texas-tech-red-raiders', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2018,20,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'kentucky-wildcats', 'north-carolina-tar-heels', 'nevada-wolf-pack', 'kansas-state-wildcats', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'buffalo-bulls', 'michigan-wolverines', 'liberty-flames', 'ucf-knights', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'old-dominion-monarchs', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', nan, 'wisconsin-badgers', 'new-mexico-state-aggies', 'duke-blue-devils', 'marquette-golden-eagles', 'murray-state-racers', 'houston-cougars', 'texas-tech-red-raiders', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'wofford-terriers', 'maryland-terrapins', 'iowa-state-cyclones', 'villanova-wildcats')"
2019,1,"('providence-friars', 'michigan-state-spartans', 'vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'colgate-raiders', 'baylor-bears', 'kentucky-wildcats', 'davidson-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'michigan-wolverines', 'liberty-flames', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'north-carolina-state-wolfpack', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'harvard-crimson', 'missouri-tigers', 'georgetown-hoyas', 'dayton-flyers', 'duke-blue-devils', 'vermont-catamounts', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'oregon-ducks', 'florida-gators', 'texas-tech-red-raiders', 'houston-cougars', 'arizona-wildcats', 'illinois-fighting-illini', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'syracuse-orange', 'villanova-wildcats', 'alabama-crimson-tide', 'washington-huskies')"
