year,week,teams
2019,3,"('providence-friars', 'michigan-state-spartans', 'vcu-rams', 'usc-trojans', 'kansas-jayhawks', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'oklahoma-sooners', 'michigan-wolverines', 'liberty-flames', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'missouri-tigers', 'san-diego-state-aztecs', 'wisconsin-badgers', 'dayton-flyers', 'duke-blue-devils', 'vermont-catamounts', 'marquette-golden-eagles', 'new-mexico-lobos', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'texas-tech-red-raiders', 'arizona-wildcats', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'louisville-cardinals', 'maryland-terrapins', 'villanova-wildcats', 'evansville-purple-aces', 'washington-huskies')"
2019,4,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'texas-longhorns', 'gonzaga-bulldogs', 'oklahoma-sooners', 'michigan-wolverines', 'liberty-flames', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', 'mississippi-state-bulldogs', 'missouri-tigers', 'georgetown-hoyas', 'san-diego-state-aztecs', 'wisconsin-badgers', 'dayton-flyers', 'duke-blue-devils', 'vermont-catamounts', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'florida-gators', 'butler-bulldogs', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'arizona-wildcats', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'cincinnati-bearcats', 'louisville-cardinals', 'maryland-terrapins', 'villanova-wildcats', 'washington-huskies')"
2019,5,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'saint-marys-gaels', 'gonzaga-bulldogs', 'notre-dame-fighting-irish', 'oklahoma-sooners', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'seton-hall-pirates', 'tennessee-volunteers', 'delaware-fightin-blue-hens', 'richmond-spiders', 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'arizona-wildcats', 'southern-methodist-mustangs', 'depaul-blue-demons', 'memphis-tigers', 'utah-state-aggies', 'indiana-hoosiers', 'purdue-boilermakers', 'louisville-cardinals', 'maryland-terrapins', 'oklahoma-state-cowboys', 'villanova-wildcats', 'washington-huskies')"
2019,6,"('michigan-state-spartans', 'vcu-rams', 'kansas-jayhawks', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'duquesne-dukes', 'saint-marys-gaels', 'texas-longhorns', 'gonzaga-bulldogs', 'michigan-wolverines', 'liberty-flames', 'xavier-musketeers', 'auburn-tigers', 'virginia-cavaliers', 'florida-state-seminoles', 'seton-hall-pirates', 'tennessee-volunteers', nan, 'richmond-spiders', 'san-diego-state-aztecs', 'georgetown-hoyas', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'indiana-hoosiers', 'arizona-wildcats', 'penn-state-nittany-lions', 'depaul-blue-demons', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'louisville-cardinals', 'maryland-terrapins', 'villanova-wildcats', 'washington-huskies')"
2019,7,"('michigan-state-spartans', 'vcu-rams', 'northern-iowa-panthers', 'kansas-jayhawks', 'byu-cougars', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'duquesne-dukes', 'saint-marys-gaels', 'texas-longhorns', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'stanford-cardinal', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'seton-hall-pirates', 'tennessee-volunteers', 'georgetown-hoyas', 'richmond-spiders', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'arizona-wildcats', 'indiana-hoosiers', 'depaul-blue-demons', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'louisville-cardinals', 'maryland-terrapins', 'oklahoma-state-cowboys', 'villanova-wildcats', 'washington-huskies')"
2019,8,"('michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'stanford-cardinal', 'michigan-wolverines', 'liberty-flames', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'seton-hall-pirates', 'tennessee-volunteers', 'yale-bulldogs', 'georgetown-hoyas', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'arizona-wildcats', 'indiana-hoosiers', 'depaul-blue-demons', 'memphis-tigers', 'utah-state-aggies', 'purdue-boilermakers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats', 'washington-huskies')"
2019,9,"('michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'stanford-cardinal', 'michigan-wolverines', 'st-johns-red-storm', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'seton-hall-pirates', 'yale-bulldogs', 'georgetown-hoyas', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'arizona-wildcats', 'houston-cougars', 'depaul-blue-demons', 'memphis-tigers', 'utah-state-aggies', 'indiana-hoosiers', 'purdue-boilermakers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats', 'washington-huskies')"
2019,10,"('michigan-state-spartans', 'vcu-rams', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'xavier-musketeers', 'seton-hall-pirates', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'wisconsin-badgers', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'arizona-wildcats', 'houston-cougars', 'memphis-tigers', 'purdue-boilermakers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats', 'washington-huskies')"
2019,11,"('michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'usc-trojans', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'duquesne-dukes', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'akron-zips', 'virginia-tech-hokies', 'stanford-cardinal', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'harvard-crimson', 'tcu-horned-frogs', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'wisconsin-badgers', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'oregon-state-beavers', 'west-virginia-mountaineers', 'butler-bulldogs', 'texas-tech-red-raiders', 'indiana-hoosiers', 'illinois-fighting-illini', 'arizona-wildcats', 'penn-state-nittany-lions', 'memphis-tigers', 'houston-cougars', 'purdue-boilermakers', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats', 'washington-huskies')"
2019,12,"('michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'northern-iowa-panthers', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'duquesne-dukes', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'stanford-cardinal', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'harvard-crimson', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'wisconsin-badgers', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'arizona-wildcats', 'indiana-hoosiers', 'memphis-tigers', 'penn-state-nittany-lions', 'purdue-boilermakers', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,13,"('michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'northern-iowa-panthers', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'akron-zips', 'florida-state-seminoles', 'auburn-tigers', 'seton-hall-pirates', 'harvard-crimson', nan, 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'wisconsin-badgers', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'florida-gators', 'houston-cougars', 'penn-state-nittany-lions', 'illinois-fighting-illini', 'southern-methodist-mustangs', 'texas-tech-red-raiders', 'arizona-wildcats', 'indiana-hoosiers', 'memphis-tigers', 'purdue-boilermakers', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'tulsa-golden-hurricane', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'villanova-wildcats')"
2019,14,"('winthrop-eagles', 'michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'bowling-green-falcons', 'stanford-cardinal', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'yale-bulldogs', 'san-diego-state-aztecs', 'wichita-state-shockers', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'houston-cougars', 'penn-state-nittany-lions', 'illinois-fighting-illini', 'arizona-wildcats', 'texas-tech-red-raiders', 'lsu-tigers', 'tulsa-golden-hurricane', 'louisville-cardinals', 'rhode-island-rams', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,15,"('winthrop-eagles', 'michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', nan, 'san-diego-state-aztecs', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'houston-cougars', 'penn-state-nittany-lions', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'arizona-wildcats', 'purdue-boilermakers', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'wright-state-raiders', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,16,"('michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', nan, 'richmond-spiders', 'san-diego-state-aztecs', 'new-mexico-state-aggies', 'dayton-flyers', 'duke-blue-devils', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'florida-gators', 'houston-cougars', 'penn-state-nittany-lions', 'arizona-wildcats', 'texas-tech-red-raiders', 'illinois-fighting-illini', 'southern-methodist-mustangs', 'utah-state-aggies', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'tulsa-golden-hurricane', 'cincinnati-bearcats', 'louisville-cardinals', 'rhode-island-rams', 'wright-state-raiders', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,17,"('michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', nan, 'san-diego-state-aztecs', 'new-mexico-state-aggies', 'dayton-flyers', 'duke-blue-devils', 'wisconsin-badgers', 'marquette-golden-eagles', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'penn-state-nittany-lions', 'houston-cougars', 'illinois-fighting-illini', 'arizona-wildcats', 'utah-state-aggies', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,18,"('providence-friars', 'michigan-state-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'usc-trojans', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'oklahoma-sooners', 'stanford-cardinal', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', nan, 'san-diego-state-aztecs', 'wisconsin-badgers', 'dayton-flyers', 'duke-blue-devils', 'wichita-state-shockers', 'marquette-golden-eagles', 'vermont-catamounts', 'new-mexico-state-aggies', 'ohio-state-buckeyes', 'oregon-ducks', 'belmont-bruins', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'ucla-bruins', 'houston-cougars', 'penn-state-nittany-lions', 'illinois-fighting-illini', 'texas-tech-red-raiders', 'arizona-wildcats', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,19,"('providence-friars', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'northern-iowa-panthers', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'mississippi-state-bulldogs', 'richmond-spiders', 'san-diego-state-aztecs', 'wisconsin-badgers', 'dayton-flyers', 'duke-blue-devils', 'new-mexico-state-aggies', 'vermont-catamounts', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'belmont-bruins', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'florida-gators', 'ucla-bruins', 'houston-cougars', 'penn-state-nittany-lions', 'illinois-fighting-illini', 'arizona-wildcats', 'texas-tech-red-raiders', 'utah-state-aggies', 'purdue-boilermakers', 'lsu-tigers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2019,20,"('providence-friars', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'saint-marys-gaels', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'michigan-wolverines', 'liberty-flames', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'richmond-spiders', 'san-diego-state-aztecs', 'wisconsin-badgers', 'dayton-flyers', 'duke-blue-devils', 'new-mexico-state-aggies', 'vermont-catamounts', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'belmont-bruins', 'west-virginia-mountaineers', 'butler-bulldogs', 'stephen-f-austin-lumberjacks', 'utah-utes', 'ucla-bruins', 'houston-cougars', 'penn-state-nittany-lions', 'illinois-fighting-illini', 'arizona-wildcats', 'texas-tech-red-raiders', 'utah-state-aggies', 'purdue-boilermakers', 'east-tennessee-state-buccaneers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats')"
2020,1,"('providence-friars', 'michigan-state-spartans', 'unc-greensboro-spartans', 'northern-iowa-panthers', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'arizona-state-sun-devils', 'stanford-cardinal', 'michigan-wolverines', 'florida-state-seminoles', 'auburn-tigers', 'virginia-cavaliers', 'seton-hall-pirates', 'tennessee-volunteers', 'saint-louis-billikens', nan, 'richmond-spiders', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'indiana-hoosiers', 'illinois-fighting-illini', 'houston-cougars', 'memphis-tigers', 'loyola-il-ramblers', 'lsu-tigers', 'louisville-cardinals', 'byu-cougars', 'villanova-wildcats', 'alabama-crimson-tide')"
2020,2,"('providence-friars', 'michigan-state-spartans', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'kentucky-wildcats', 'north-carolina-tar-heels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'stanford-cardinal', 'michigan-wolverines', 'florida-state-seminoles', 'virginia-cavaliers', 'tennessee-volunteers', 'saint-louis-billikens', 'clemson-tigers', 'tcu-horned-frogs', nan, 'richmond-spiders', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'illinois-fighting-illini', 'indiana-hoosiers', 'loyola-il-ramblers', 'lsu-tigers', 'louisville-cardinals', 'maryland-terrapins', 'byu-cougars', 'villanova-wildcats', 'alabama-crimson-tide')"
2020,3,"('michigan-state-spartans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'north-carolina-tar-heels', 'washington-state-cougars', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'oklahoma-sooners', 'michigan-wolverines', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', 'tennessee-volunteers', 'saint-louis-billikens', 'clemson-tigers', 'missouri-tigers', nan, 'richmond-spiders', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'marquette-golden-eagles', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'houston-cougars', 'texas-tech-red-raiders', 'illinois-fighting-illini', 'indiana-hoosiers', 'southern-methodist-mustangs', 'louisville-cardinals', 'maryland-terrapins', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide')"
2020,4,"('michigan-state-spartans', 'kansas-jayhawks', 'creighton-bluejays', 'baylor-bears', 'syracuse-orange', 'north-carolina-tar-heels', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'arizona-state-sun-devils', 'georgia-bulldogs', 'michigan-wolverines', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', 'minnesota-golden-gophers', 'tennessee-volunteers', 'saint-louis-billikens', 'clemson-tigers', 'missouri-tigers', nan, 'richmond-spiders', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'indiana-hoosiers', 'southern-methodist-mustangs', 'arizona-wildcats', 'louisville-cardinals', 'oklahoma-state-cowboys', 'villanova-wildcats')"
2020,5,"('michigan-state-spartans', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'north-carolina-tar-heels', 'texas-longhorns', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'georgia-bulldogs', 'northwestern-wildcats', 'oklahoma-state-cowboys', 'western-kentucky-hilltoppers', 'michigan-wolverines', 'ucf-knights', 'xavier-musketeers', 'florida-state-seminoles', 'virginia-cavaliers', 'minnesota-golden-gophers', 'tennessee-volunteers', 'saint-louis-billikens', 'clemson-tigers', 'missouri-tigers', nan, 'richmond-spiders', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'indiana-hoosiers', 'southern-methodist-mustangs', 'purdue-boilermakers', 'lsu-tigers', 'louisville-cardinals', 'byu-cougars', 'villanova-wildcats')"
2020,6,"('michigan-state-spartans', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'north-carolina-tar-heels', 'texas-longhorns', 'iowa-hawkeyes', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'georgia-bulldogs', 'northwestern-wildcats', 'western-kentucky-hilltoppers', 'michigan-wolverines', 'ucf-knights', 'florida-state-seminoles', 'xavier-musketeers', 'virginia-cavaliers', 'drake-bulldogs', 'minnesota-golden-gophers', 'tennessee-volunteers', 'saint-louis-billikens', 'chattanooga-mocs', 'clemson-tigers', 'missouri-tigers', nan, 'richmond-spiders', 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'arkansas-razorbacks', 'ohio-state-buckeyes', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'southern-methodist-mustangs', 'indiana-hoosiers', 'boise-state-broncos', 'louisville-cardinals', 'byu-cougars', 'villanova-wildcats', 'north-carolina-state-wolfpack')"
2020,7,"('michigan-state-spartans', 'kansas-jayhawks', 'byu-cougars', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'syracuse-orange', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'northwestern-wildcats', 'oklahoma-sooners', 'michigan-wolverines', 'drake-bulldogs', 'florida-state-seminoles', 'virginia-cavaliers', 'xavier-musketeers', 'minnesota-golden-gophers', 'seton-hall-pirates', 'tennessee-volunteers', 'saint-louis-billikens', 'clemson-tigers', 'missouri-tigers', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'arizona-wildcats', 'indiana-hoosiers', 'lsu-tigers', 'boise-state-broncos', 'louisville-cardinals', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
2020,8,"('winthrop-eagles', 'michigan-state-spartans', 'usc-trojans', 'kansas-jayhawks', 'creighton-bluejays', 'colorado-buffaloes', 'baylor-bears', 'texas-longhorns', 'iowa-hawkeyes', 'connecticut-huskies', 'gonzaga-bulldogs', 'virginia-tech-hokies', 'northwestern-wildcats', 'michigan-wolverines', 'drake-bulldogs', 'florida-state-seminoles', 'virginia-cavaliers', 'xavier-musketeers', 'minnesota-golden-gophers', 'tennessee-volunteers', 'saint-louis-billikens', 'clemson-tigers', 'missouri-tigers', nan, 'wisconsin-badgers', 'san-diego-state-aztecs', 'duke-blue-devils', 'rutgers-scarlet-knights', 'ohio-state-buckeyes', 'arkansas-razorbacks', 'oregon-ducks', 'belmont-bruins', 'west-virginia-mountaineers', 'florida-gators', 'ucla-bruins', 'texas-tech-red-raiders', 'houston-cougars', 'illinois-fighting-illini', 'indiana-hoosiers', 'lsu-tigers', 'boise-state-broncos', 'tulsa-golden-hurricane', 'louisville-cardinals', 'oklahoma-state-cowboys', 'villanova-wildcats', 'alabama-crimson-tide', 'north-carolina-state-wolfpack')"
